x,y,score
598600,198700,54
604200,201400,24
600000,197800,52
602400,202800,25
598700,197300,24
597200,199000,38
596500,198800,21
596600,198900,53
600100,198800,56
600400,199300,39
596100,198000,53
603400,200600,37
602500,200800,46
603300,198400,48
597200,199400,45
601100,198900,28
600700,200300,117
601700,201600,22
603900,200400,145
604800,200800,30
598500,198100,25
599600,200700,32
603400,201200,41
603500,203100,35
599600,200000,74
601800,201500,69
600700,199900,68
601200,201400,26
600700,199200,27
602300,203000,44
599600,200200,68
600100,198600,49
601000,199700,107
605000,197900,52
601000,200800,80
601100,201000,140
599600,199100,101
600300,199900,82
600900,199100,41
600500,201500,28
603500,201300,20
601300,199500,52
600600,201100,34
599900,198600,54
600900,199000,144
599400,199000,64
604600,198400,34
603600,201400,21
603800,200100,45
598300,197400,81
603300,201100,42
605400,198100,44
604100,196800,21
598400,197900,111
600400,199200,100
601900,200500,62
604600,197500,21
600100,199400,42
602700,202500,28
601600,197900,20
602100,200500,50
603100,201200,21
597900,199200,57
599800,202800,20
601000,200300,33
598300,198200,30
602400,199200,219
604600,200600,75
601200,200900,91
604800,198100,25
600100,200700,63
598200,197600,50
599200,202400,38
597900,196900,67
599000,199700,31
599600,202200,47
600600,199600,436
596100,199000,31
596400,199300,85
599800,199800,23
603100,202900,24
598700,197700,50
603600,198900,25
602300,202200,23
599200,200000,29
601100,201200,147
603500,198600,25
595800,198600,36
599700,199100,79
601000,201200,86
599700,198400,46
599400,202400,35
596000,198300,32
600900,201200,55
604800,200500,21
602700,203400,31
604700,197700,25
601700,200500,76
602800,202400,36
600800,198900,29
599500,202000,80
595900,199700,73
599800,198300,51
602200,199300,41
599400,198000,82
599500,200100,134
599300,198900,87
604900,197600,53
598000,199600,22
598900,199300,79
598200,198400,24
603800,198200,29
599000,198700,54
597800,199500,60
600300,198900,72
603900,198000,39
601200,197800,22
602200,198300,58
596600,199000,39
600800,198500,20
601500,200300,55
598300,199200,59
601800,200300,29
599400,202700,21
602600,199200,80
599800,200400,24
600000,197600,96
604400,200800,24
601400,200900,188
601000,199400,30
600300,199700,432
601900,201300,64
597700,196900,53
601500,202100,25
597600,199800,22
596600,199500,45
603500,200600,26
597800,199400,44
601500,200600,32
596100,199300,65
596700,198800,34
601000,200400,107
601800,200400,58
598600,200100,32
600500,199900,59
602200,202400,178
600600,201000,24
599100,197400,48
600200,197100,20
602500,202000,30
600100,198900,29
598100,199500,28
600800,199000,49
604100,200500,99
603300,200600,52
603100,202300,38
600000,197400,55
600700,198500,41
600200,200200,131
605000,200400,23
