x,y,score
602700,198600,99
601400,198800,20
598600,198700,32
600700,199000,26
598400,199700,29
600000,197800,31
605400,197900,63
602400,202800,55
599300,199900,26
597200,199000,29
596500,198800,21
596600,198900,64
600100,198800,123
600400,199300,97
596100,198000,168
595300,199500,41
603400,200600,94
602500,200800,74
600100,199300,40
603300,198400,107
597200,199400,38
601100,198900,54
600700,200300,100
602500,201000,53
601700,201600,33
603900,200400,76
598500,198100,38
599600,200700,35
603400,201200,77
599600,200000,181
601800,201500,74
600700,199900,77
603000,201400,51
599100,201100,22
601200,201400,24
601200,201700,115
600700,199200,48
602300,203000,62
598800,197600,32
599600,200200,55
600100,198600,47
601000,199700,154
605000,197900,91
601000,200800,42
598200,199800,31
601100,201000,140
599600,199100,137
600300,199900,130
595700,198100,26
598300,199700,29
601600,201400,25
600900,199100,61
600500,201500,23
603500,201300,47
601300,199500,24
600600,201100,98
599900,198600,91
600900,199000,294
599400,199000,146
604600,198400,35
603800,200100,36
601300,203100,23
604300,202200,24
598300,197400,43
603700,201400,34
603300,201100,81
605400,198100,99
598400,197900,664
600400,199200,91
601900,200500,85
600100,199400,88
602700,202500,67
602100,200500,136
603100,201200,24
597900,199200,48
599800,202800,24
601000,200300,47
599500,199800,46
598300,198200,35
605900,197700,23
602400,199200,144
604600,200600,22
600900,198700,54
601200,200900,77
604800,198100,76
600100,200700,80
598200,197600,42
599200,202400,37
597900,196900,85
599000,199700,186
602700,199300,22
601500,203000,55
600600,199600,738
596100,199000,39
596400,199300,103
599800,199800,58
604600,196800,22
601600,203300,70
598700,197700,63
603600,198900,20
602300,202200,37
599200,200000,30
601100,201200,102
603500,198600,36
595800,198600,42
599700,199100,241
601000,201200,61
595900,199300,33
599700,198400,80
602500,202100,65
596000,198300,39
600900,201200,68
602300,201900,27
604700,197700,21
601700,200500,165
602800,202400,37
600800,198900,93
599500,202000,50
595900,199700,72
599800,198300,96
602200,199300,31
599400,198000,32
599500,200100,137
599300,198900,137
604900,197600,53
598000,199600,51
598900,199300,92
598200,198400,26
604400,201900,21
603800,198200,28
599000,198700,60
599100,197900,21
597800,199500,46
600100,199000,35
600300,198900,77
600000,201200,24
601300,202900,20
603900,198000,49
601200,197800,27
602200,198300,41
604700,197400,21
596900,198500,36
596600,199000,29
600800,198500,42
601500,200300,58
598300,199200,45
601800,200300,90
602600,200400,46
599400,202700,20
602600,199200,151
599300,200700,29
605100,198100,40
599800,200400,33
602500,200400,20
600000,197600,50
603500,197700,48
604400,200800,27
601400,200900,172
601000,199400,30
600300,199700,749
601900,201300,262
597700,196900,36
601500,202100,65
597600,199800,56
596600,199500,44
603500,200600,32
597800,199400,35
604500,197200,25
597100,198700,28
601500,200600,82
596100,199300,81
596700,198800,34
601000,200400,180
601300,203500,20
601800,200400,134
598600,200100,74
603300,198300,28
600500,199900,127
598600,199100,23
602200,202400,186
600600,201000,85
599100,197400,41
602500,202000,66
600100,198900,49
598100,199500,21
600800,199000,98
604100,200500,40
603300,200600,142
601200,198800,22
600900,199900,31
603100,202300,34
600000,197400,37
600700,198500,52
596500,200200,23
600200,200200,164
599800,198100,20
600700,200800,70
600900,197700,26
602300,202700,230
603500,199700,62
603900,200900,25
602100,199300,28
604200,196900,25
600200,201800,22
595600,197800,33
597100,199100,22
604700,200700,43
602800,200400,112
596300,199300,90
600800,200900,42
601300,199700,120
599600,198900,255
599400,198400,35
602400,203000,30
603300,197700,22
602900,198600,35
598100,199800,43
602500,199200,188
602300,198400,30
596600,198200,108
599600,199000,214
604600,198200,24
602200,198400,33
601800,203100,50
605100,197600,39
604900,197200,27
599400,199500,177
599400,199900,26
600400,199900,66
599800,198600,116
601500,203400,70
600500,200900,57
595600,199800,48
597300,198700,25
603500,200500,102
598400,198500,39
598600,198900,22
602000,202900,23
601100,202500,38
602700,199700,124
602400,198400,39
602100,201500,152
596900,199700,38
600800,201100,57
602000,201800,89
603900,202000,29
602700,203600,22
602900,200300,32
599900,201800,25
602500,201400,29
602500,200000,30
598900,200300,46
600500,201100,262
597900,199000,27
600000,199000,22
601900,202900,39
601300,203600,24
603400,200400,45
602200,202600,44
599800,200100,63
600100,198400,20
599400,199600,241
601000,200900,64
604600,197700,30
604800,197300,21
595600,199600,24
595500,199800,77
601300,199900,20
598400,198700,35
599700,202700,21
600400,200200,52
603700,199900,49
598200,197700,40
601300,200700,47
599500,197900,24
600300,198100,32
603300,202600,40
600500,201800,33
601400,197700,36
598500,199600,24
599700,200300,65
598400,198900,40
602000,201300,263
605200,197700,44
601000,199800,134
600900,201000,45
602400,199800,29
597900,199400,28
603700,201800,25
600800,200600,33
602300,198600,37
601900,199500,41
600600,200500,149
599600,200400,216
596400,199800,56
601100,200400,104
595500,199700,37
601100,200700,43
598300,198300,39
599000,200100,65
600000,199300,44
604500,198000,20
601400,200700,26
601900,202000,122
600300,197600,37
601000,197500,43
596400,198500,32
596300,199500,94
599100,200500,100
601600,199000,22
596800,199500,139
598600,200000,69
604000,200800,32
600800,199400,51
600400,198100,41
597700,199800,20
603900,198100,28
603700,201300,20
597500,199500,30
598300,198600,20
598500,198400,27
599300,200400,114
599600,199200,176
595900,199800,65
604600,200800,37
603100,200500,109
601400,199900,27
602700,198300,25
596100,199500,33
596800,199200,31
599300,199200,182
603900,200200,59
595900,197800,22
595400,199800,22
600800,200500,187
597900,199900,34
605700,197600,29
598700,199600,112
600700,201800,28
603000,202500,65
600100,199600,1242
599500,199900,79
599200,197600,22
599900,200100,60
598600,199400,91
601400,199700,96
596600,198300,30
597400,199400,33
599000,197500,28
602100,201900,58
603700,202000,27
600000,197500,46
605900,197600,80
599800,197400,34
596200,199700,65
599400,198700,48
602200,200400,334
600900,197300,234
596200,199500,37
600300,198400,27
601600,201200,23
595700,199800,73
602100,201400,109
597800,196600,39
601900,201100,127
601600,199200,21
602700,202900,20
598700,197400,73
598300,197700,33
597300,198900,28
602800,201100,54
598600,198800,20
599400,198900,181
603700,200100,26
602900,202500,128
603500,201100,31
596100,199700,32
600500,200800,67
602100,200900,1580
598700,199400,145
600000,198500,24
599400,201500,26
603000,201000,24
600900,200600,35
599800,200500,60
602300,200500,103
599700,198800,433
598700,200200,159
600800,201800,136
604100,202000,23
596700,199400,94
602300,201100,23
599900,198900,40
600000,199900,146
601400,199600,69
600100,199800,799
596900,199400,38
601700,201500,25
601300,201000,69
596100,198700,62
597100,200000,50
601600,202200,44
603800,198000,21
604100,198100,41
602900,203300,21
597900,199300,41
599300,198200,30
602000,202700,30
597800,197000,23
603500,199100,22
603300,201500,69
599500,200500,80
603600,200700,30
600900,197200,24
596400,199200,35
602600,198400,121
598500,197400,24
602300,202500,168
599700,199700,63
601700,201800,778
599500,200300,44
601700,202100,73
601000,199600,225
599300,199100,67
600200,199600,694
601300,201300,28
599500,200400,48
596600,198700,30
596000,199700,56
600600,200900,80
604600,198300,40
599200,202300,28
599700,200100,94
603500,198400,47
601500,200000,21
602300,200400,126
598200,198700,34
602800,201500,89
599600,199700,43
602700,201400,31
602000,203100,20
603600,200400,75
602600,201000,34
596700,198700,59
599900,200500,59
600800,200700,20
597600,199200,158
602500,201600,109
602500,198700,23
602300,199400,40
602200,201500,39
601300,202100,74
601400,201400,44
605100,198000,73
598800,199800,46
598700,199800,23
600700,199300,29
597000,199000,22
597100,199200,34
599600,199800,31
599500,199600,162
596000,198800,43
604000,202000,30
598100,197400,21
600400,200800,77
599200,199300,261
604300,197000,30
601900,202400,44
596500,199700,24
602600,199300,54
595800,199800,95
600900,200700,34
599800,202700,34
601900,200400,108
599100,199400,90
595000,199300,99
599200,201000,45
598500,199500,64
601500,203100,74
603300,202500,43
599200,198300,28
598600,198300,30
600800,200100,25
600400,197500,44
598800,197700,33
602400,199400,59
600400,198300,28
602300,202800,73
600100,200200,100
603500,202500,42
600800,197500,46
600700,198600,49
604200,198100,21
605800,197700,32
597700,199200,243
595800,197900,50
597100,199800,31
596100,199800,49
602100,200700,263
599300,199400,134
599600,200100,66
596800,198700,69
601600,198700,22
602500,202200,58
598700,198000,40
601000,201300,50
596500,199600,30
598100,199100,23
601800,202300,38
600100,198700,86
604600,197100,23
599600,198300,50
603600,200600,31
596200,198900,80
601600,199100,49
600100,198100,40
603700,201900,28
602400,198500,39
599000,197700,29
599500,197700,45
601000,198600,23
598200,199700,35
605000,197000,76
597000,199100,26
603800,201000,68
598400,197200,29
597400,199100,44
602300,199000,110
603600,200800,30
597700,199400,51
596300,199800,79
600500,198800,44
598700,199200,49
596800,199100,34
601300,203900,23
598600,198000,48
601500,201100,31
601700,200700,61
602100,201600,90
605400,197800,48
600700,201200,21
604200,198000,28
598200,197800,110
