x,y,score
598600,198700,55
604200,201400,21
600000,197800,53
602400,202800,22
598700,197300,21
597200,199000,36
596600,198900,55
600100,198800,57
600400,199300,46
596100,198000,52
595300,199500,20
603400,200600,39
602500,200800,52
602400,199700,22
603300,198400,42
597200,199400,48
601100,198900,41
600700,200300,115
601700,201600,23
599900,202400,21
603900,200400,133
604800,200800,29
598500,198100,27
599600,200700,32
603400,201200,43
603500,203100,32
599600,200000,75
601800,201500,67
600700,199900,72
601200,201400,22
600700,199200,32
602300,203000,29
603900,201600,21
599600,200200,64
600100,198600,53
601000,199700,117
605000,197900,49
601000,200800,79
601100,201000,144
599600,199100,110
600300,199900,73
601600,201400,22
600900,199100,42
600500,201500,31
603500,201300,23
601300,199500,44
600600,201100,33
599900,198600,57
600900,199000,147
599400,199000,72
604600,198400,34
603800,200100,44
598300,197400,72
603300,201100,41
605400,198100,43
604100,196800,20
598400,197900,127
600400,199200,99
601900,200500,63
604600,197500,24
600100,199400,47
602700,202500,30
601600,197900,20
602100,200500,60
603100,201200,23
597900,199200,55
601000,200300,33
599500,199800,20
598300,198200,32
602400,199200,208
604600,200600,73
601200,200900,95
604800,198100,26
600100,200700,64
598200,197600,47
599200,202400,37
597900,196900,65
599000,199700,40
599600,202200,47
600600,199600,437
596100,199000,31
596400,199300,94
599800,199800,32
603100,202900,23
598700,197700,53
603600,198900,27
602300,202200,26
599200,200000,29
601100,201200,144
603500,198600,27
595800,198600,34
599700,199100,68
601000,201200,99
595900,199300,22
599700,198400,44
599400,202400,37
596000,198300,33
600900,201200,49
604800,200500,20
602700,203400,29
604700,197700,21
601700,200500,81
602800,202400,37
600800,198900,37
599500,202000,69
595900,199700,74
599800,198300,49
602200,199300,39
599400,198000,79
599500,200100,126
599300,198900,89
604900,197600,54
598000,199600,21
598900,199300,86
598200,198400,24
603800,198200,32
599000,198700,56
597800,199500,58
600300,198900,82
600000,201200,26
603900,198000,42
601200,197800,23
602200,198300,52
596600,199000,37
600800,198500,22
601500,200300,53
598300,199200,50
601800,200300,27
599400,202700,21
602600,199200,81
605100,198100,22
599800,200400,26
600000,197600,89
603500,197700,23
604400,200800,24
601400,200900,192
601000,199400,29
600300,199700,474
601900,201300,78
597700,196900,51
601500,202100,37
597600,199800,23
596600,199500,46
603500,200600,25
597800,199400,42
597100,198700,20
601500,200600,30
596100,199300,64
596700,198800,33
601000,200400,105
601800,200400,51
598600,200100,38
600500,199900,68
602200,202400,176
599100,197400,55
602500,202000,27
600100,198900,32
598100,199500,24
600800,199000,52
603300,202300,26
604100,200500,92
603300,200600,52
603100,202300,39
600000,197400,51
600700,198500,39
600200,200200,108
599800,198100,23
605000,200400,22
600900,202200,22
600700,200800,68
600900,197700,31
602300,202700,90
603900,200900,20
604200,196900,39
601300,201200,39
597100,199100,28
604700,200700,74
602800,200400,21
596300,199300,77
600800,200900,47
601300,199700,172
599600,198900,129
595500,199900,45
599400,198400,38
602400,203000,21
603300,197700,32
602900,198600,21
602500,199200,114
602300,198400,54
596600,198200,111
599600,199000,145
602200,198400,44
601800,203100,25
605100,197600,27
599400,199500,68
599400,199900,21
600400,199900,21
599800,198600,75
600500,200900,42
595600,199800,56
597300,198700,58
603500,200500,130
598400,198500,42
602000,202900,26
601100,202500,28
602400,198400,82
602100,201500,109
596900,199700,41
600800,201100,41
603900,202000,33
600700,201400,27
604300,197100,29
598900,200300,28
600500,201100,69
601900,202900,42
603400,200400,39
602200,202600,23
599800,200100,38
600100,198400,27
599400,199600,80
601000,200900,101
604600,197700,44
599800,202300,28
604800,197300,25
595600,199600,28
595500,199800,87
598400,198700,34
602800,198200,22
600400,200200,31
603700,199900,58
598200,197700,29
601300,200700,64
599500,197900,23
600300,198100,48
603300,202600,42
601400,197700,36
599700,200300,77
598400,198900,48
601700,199400,21
602000,201300,70
605200,197700,32
601000,199800,63
600900,201000,102
600800,200600,41
602300,198600,22
601900,199500,48
600600,200500,102
599600,200400,165
596400,199800,40
601100,200400,92
595500,199700,52
601100,200700,34
598300,198300,52
599000,200100,91
604500,198000,21
601400,200700,35
601900,202000,20
600300,197600,30
596300,199500,49
599100,200500,76
596800,199500,189
598600,200000,56
604000,200800,27
600800,199400,36
600400,198100,108
603900,198100,54
598300,198600,27
598500,198400,38
599300,200400,103
599600,199200,96
595900,199800,80
604600,200800,70
603100,200500,175
601400,199900,43
596100,199500,37
596800,199200,39
599300,199200,69
603900,200200,77
595400,199800,34
600800,200500,155
598700,199600,27
600700,201800,24
603000,202500,22
600100,199600,702
599500,199900,54
599200,197600,25
598600,199400,38
601400,199700,146
596600,198300,22
599000,197500,41
602100,201900,29
603700,202000,24
600000,197500,62
605900,197600,90
599800,197400,31
596200,199700,66
599400,198700,30
602200,200400,111
600900,197300,42
596200,199500,42
600300,198400,36
601600,201200,41
595700,199800,95
602100,201400,73
597800,196600,32
601900,201100,33
595600,199900,30
598700,197400,69
598300,197700,48
597300,198900,24
602800,201100,40
604000,202200,34
598600,198800,24
599400,198900,124
603700,200100,33
602900,202500,43
603500,201100,32
603300,202900,21
596100,199700,39
600500,200800,72
602100,200900,53
598700,199400,84
600000,198500,28
600900,200600,45
599800,200500,28
601300,201100,22
602300,200500,43
599700,198800,119
600800,201800,259
604100,202000,25
596700,199400,124
599900,198900,36
600000,199900,170
597600,199000,29
601400,199600,83
600100,199800,242
596900,199400,36
601700,201500,32
601300,201000,53
596100,198700,79
597100,200000,25
604100,198100,24
602900,203300,26
597900,199300,23
599300,198200,23
604000,200900,30
597800,197000,43
603500,199100,50
599500,200500,100
603600,200700,25
596400,199200,20
602600,198400,59
598500,197400,20
602300,202500,81
599700,199700,23
601700,201800,128
599500,200300,33
601700,202100,46
601000,199600,126
599300,199100,27
600200,199600,274
601300,201300,61
599500,200400,41
595500,199300,38
596600,198700,42
604200,202700,20
596000,199700,34
600600,200900,50
596600,199700,25
604600,198300,23
599200,202300,57
604600,197900,27
599700,200100,35
596100,199100,21
601300,197500,21
601100,199300,22
603500,198400,20
601500,200000,36
602300,200400,57
598200,198700,26
602700,201400,30
603600,200400,93
602600,201000,30
596700,198700,20
600800,200700,32
597600,199200,32
602500,201600,73
598500,197200,22
595300,199200,27
602300,199400,26
604700,197900,28
601300,202100,38
601400,201400,56
605100,198000,48
600700,199300,38
597000,199000,26
597100,199200,31
599500,199600,60
596000,198800,43
604000,202000,41
598100,197400,32
600400,200800,110
599200,199300,58
602800,202300,24
604300,197000,26
601900,202400,30
596500,199700,27
602600,199300,51
595800,199800,55
600900,200700,59
599800,202700,37
601900,200400,74
598700,198800,29
599100,199400,31
595000,199300,148
598500,199500,28
601400,197900,36
603300,202500,30
598600,198300,28
600400,197500,44
598800,197700,43
602400,199400,110
600400,198300,34
602300,202800,39
600100,200200,79
603500,202500,45
600800,197500,26
600700,198600,40
597700,199200,83
595800,197900,59
596100,199800,74
602100,200700,44
599300,199400,30
599600,200100,44
596800,198700,21
598700,198000,31
601000,201300,40
604300,196900,21
596500,199600,34
598100,199100,32
601800,202300,22
600100,198700,50
598000,197300,24
599600,198300,43
603600,200600,30
596200,198900,84
599400,202100,45
601600,199100,87
600100,198100,37
604300,200600,41
603700,201900,20
602400,198500,35
599000,197700,37
599500,197700,27
600100,201300,21
605000,197000,62
597000,199100,33
603800,201000,117
598400,197200,24
597400,199100,36
602300,199000,143
603600,200800,22
597700,199400,24
596300,199800,67
600500,198800,31
598700,199200,46
596800,199100,39
601300,203900,53
598600,198000,45
601500,201100,35
601700,200700,37
602100,201600,43
605400,197800,22
604200,198000,21
598200,197800,143
600000,200200,30
599300,200100,76
604500,200800,52
599000,198800,43
601800,201900,71
598200,198800,27
603300,201200,43
596200,198200,33
602100,198300,60
599600,202100,24
602900,197200,33
604200,197900,131
600100,200100,37
599100,200300,47
604200,202200,33
595500,199500,21
596200,199900,102
599700,200400,103
599200,199200,48
603300,200900,58
597700,199100,21
599400,197900,25
598700,197900,70
596900,198700,49
599900,199700,639
599600,200300,60
602000,200900,31
603500,198800,40
600400,201600,23
602600,202500,24
600600,201900,23
600600,197700,24
604600,197800,20
599700,199400,208
597000,199200,37
600600,197600,52
595700,197600,22
595100,199500,98
596300,198900,52
599900,200400,21
601700,201400,21
602100,200800,75
600600,198800,31
602200,199400,24
597100,199400,24
604000,198200,29
600600,199900,117
599000,202400,25
598300,198400,46
600400,198500,31
601900,200900,45
599400,199800,37
600100,197300,26
599600,200900,28
603500,198900,31
601600,203000,24
600600,198200,49
598800,199400,65
603200,201300,28
603900,200100,47
598300,197900,62
603900,198200,30
600500,200400,63
603700,200500,33
599800,198800,73
601000,200600,42
601900,198400,42
601600,199500,29
600100,197500,33
600700,199500,21
600500,200500,104
601400,201600,26
597900,196700,24
603000,200400,72
600800,197600,22
599100,199800,98
604100,200900,28
605000,197800,47
598300,197600,75
596200,199300,70
601600,201700,53
605200,198100,28
600700,202000,65
596200,198300,32
602000,199000,36
601800,200500,49
600900,200400,135
602400,202700,28
600200,202600,21
596700,199300,43
600300,200900,23
601200,197700,56
603500,201000,25
602000,202100,35
602400,199300,123
600200,200500,112
598600,198400,27
603200,201400,21
603500,198700,41
600400,200500,106
598500,199000,33
603900,198300,30
600600,201800,21
599700,197300,23
604800,197500,54
597800,199200,181
597000,199800,65
598400,197500,79
604100,200400,41
599300,197800,173
597500,199600,45
596000,199800,72
601700,198900,24
604100,201800,20
604700,200600,85
600100,197800,36
600900,201300,25
600700,200700,41
601600,201000,109
596400,199400,27
595200,199600,25
596000,198500,111
601400,199800,105
596700,199200,35
602300,202400,37
602500,202800,26
600900,199400,100
599500,201900,35
602000,201000,26
600200,199800,257
601500,200800,90
599700,201600,21
600300,198800,135
599200,197800,27
599100,200600,62
599300,200000,25
600200,199900,74
599000,199400,26
596100,199400,22
600800,202500,36
606000,197700,21
600100,198300,23
603500,200300,39
600900,198900,87
603600,200000,28
601000,197300,31
597700,199600,42
600200,198000,29
597600,199400,32
601900,199300,20
602100,201000,27
602500,199800,53
598300,199000,114
602800,198800,72
604200,200800,48
595200,199200,48
604100,200800,37
596200,198700,82
602600,203300,44
600700,200100,60
602100,202300,55
598600,197900,68
601600,200300,28
598200,197000,39
603800,200600,33
598000,196800,24
603300,200700,26
600300,197700,22
603700,201000,23
598900,199600,51
600500,199100,36
600800,201400,140
602800,203700,58
603800,201100,76
596200,198600,73
600300,199600,402
599900,197400,24
596500,199400,52
601400,200400,33
602500,199500,96
600400,199500,110
597400,199200,40
600300,198500,35
595600,199700,40
597700,196700,70
603200,202400,35
601200,197900,41
598900,197900,87
597000,199900,62
601500,201400,124
597300,199100,30
599000,199200,139
603000,198300,22
600400,200400,67
603200,200300,32
596400,199000,26
601000,199500,96
601800,202400,20
596100,198900,39
600500,198500,41
601200,199700,394
601100,199700,225
598400,197400,26
599400,199100,115
596700,199000,28
603000,197300,80
603900,198500,21
600500,199200,74
595400,200000,45
596900,198900,21
599400,202500,24
597600,199100,52
600200,197600,38
597700,199500,35
598300,198800,40
603700,198200,22
595600,199200,29
603000,203400,38
597300,199000,33
595100,199200,72
601900,201000,24
599500,197800,28
602300,201500,25
599300,200500,190
605300,198000,21
596500,198100,23
595700,197800,35
598400,196100,43
596200,198100,80
599300,202500,34
602000,200600,23
599800,197700,22
601600,200900,98
598400,198000,50
601400,201000,46
601600,200600,35
600900,199800,81
598600,197200,26
599600,198500,70
603900,202200,24
600700,200000,54
601900,200600,41
602300,200300,38
602500,198400,52
596600,198800,22
599000,199800,53
599300,198800,65
601900,201900,35
603500,202800,40
600200,198900,29
598800,200500,23
598700,198200,24
601200,199800,33
599100,202300,38
598300,200000,26
603600,198000,29
604100,197900,25
598700,199000,23
602100,200300,40
599700,202400,20
601500,200100,21
600200,198800,41
596000,199500,20
602200,201800,35
600200,199700,289
600300,200300,59
598400,198200,53
602200,203000,25
595000,199400,34
597500,199400,23
601700,202800,34
602500,200900,34
598900,197800,138
599600,197700,24
603200,200400,43
602200,202500,89
602800,198300,21
601800,199000,21
602500,199600,74
601900,202200,35
597900,199600,37
600100,198200,41
604300,200800,27
599900,200300,20
601200,200600,35
602200,201400,22
600800,202200,25
600500,199500,80
599300,199300,30
598300,199300,52
598500,197600,43
596700,199800,28
602400,198600,49
600000,200400,22
598700,199700,39
604300,197900,30
604600,200700,104
600500,198700,36
598400,199000,37
602300,202100,29
601900,202100,68
598300,198500,36
597000,199500,29
601000,200500,75
595800,199400,31
604300,198000,76
605300,197800,26
603500,199800,26
600900,200900,141
601500,198900,21
598300,197200,29
597000,199300,30
596000,198200,22
603800,199900,51
599100,200400,76
604300,202300,29
599500,198700,54
601700,198700,31
596900,199200,27
601400,199400,20
599600,197600,26
603000,203100,24
599900,203300,30
602300,198500,25
596600,200200,22
602100,202600,32
595400,199300,41
601600,202800,26
604900,200600,37
599400,199700,40
595800,199600,35
603600,200200,35
596300,199600,77
602600,199600,45
600000,198100,64
600300,199500,95
600900,202500,33
600000,203100,26
598800,197500,36
599800,197500,128
602500,203000,36
602600,203100,22
597400,198900,29
600500,200100,38
604100,200600,55
598200,197400,121
601300,201700,28
601500,201000,126
602900,203400,58
600300,199300,25
603800,201700,20
596600,199300,97
597700,196500,28
597400,199000,30
602800,199100,79
596900,198400,23
599000,197800,41
600900,198800,21
598900,198900,26
599600,199300,145
599200,198700,46
599900,197600,81
601200,201300,39
598300,197100,35
600700,200900,26
600100,201100,91
599800,200700,58
598400,196900,59
600500,198200,37
599200,199500,30
603900,200500,54
603000,203000,27
601400,203600,23
602700,198400,31
600800,198600,24
600500,199800,135
603500,199000,28
600600,199700,365
601700,200300,25
603400,200100,52
598400,197600,29
605100,197900,30
600600,200600,116
601300,197600,44
599700,202300,31
603200,197400,35
595500,199400,30
603500,199200,39
603600,202100,22
602100,198400,59
598700,198100,30
602200,202300,22
598500,197300,60
600600,199200,50
603200,200800,28
603300,202700,20
601400,199500,28
604500,197100,37
597800,196500,28
598300,198000,22
601000,200700,57
599000,199500,44
601100,199800,73
595000,199200,66
600300,200000,40
599200,200300,64
600800,202000,49
597600,199600,66
599300,200200,55
600500,200600,134
597000,199600,22
601300,200400,66
599700,199200,81
600400,200000,35
596300,198500,30
599500,202400,21
602700,199200,44
600800,202100,69
599500,198000,38
599600,198700,121
604900,198100,60
599700,200200,69
600000,199800,340
599500,198900,115
595700,199500,26
602300,200700,35
602800,198900,73
599400,198800,94
599900,198500,64
599800,200200,27
600000,200300,27
601100,199500,44
602300,200600,41
599200,200100,42
602300,202000,45
598600,199300,66
603100,203000,26
601500,202200,21
603800,202100,63
601200,203300,25
601600,200500,64
603400,202400,31
599700,199600,89
595700,197900,21
602300,198900,99
603900,200600,73
601400,201200,28
602500,203400,31
600500,200200,22
597600,199300,45
598500,199300,56
601800,200700,32
595900,198700,181
599900,198800,44
603800,200500,42
596900,199000,45
601800,198600,22
602800,203500,47
601600,197700,21
599600,197500,37
595600,199300,26
600500,197500,97
598900,198000,27
599600,201900,27
602200,198700,23
