x,y,score
602700,198600,102
601400,198800,24
598600,198700,30
600700,199000,29
598400,199700,30
600000,197800,36
605400,197900,65
602400,202800,62
599300,199900,26
597200,199000,30
596600,198900,74
600100,198800,116
600400,199300,107
596100,198000,179
595300,199500,42
603400,200600,88
602500,200800,69
600100,199300,40
603300,198400,112
602400,203200,21
597200,199400,43
599700,202100,20
601100,198900,66
600700,200300,110
602500,201000,42
601700,201600,32
603900,200400,84
598500,198100,43
599600,200700,30
603400,201200,76
599600,200000,187
601800,201500,75
600700,199900,68
603000,201400,39
599100,201100,20
601300,203400,21
601200,201400,27
601200,201700,111
600700,199200,44
602300,203000,30
598800,197600,32
599600,200200,62
600100,198600,62
601000,199700,153
605000,197900,93
601000,200800,40
598200,199800,31
601100,201000,147
599600,199100,170
600300,199900,117
595700,198100,25
598300,199700,33
601600,201400,31
600900,199100,59
600500,201500,23
603500,201300,47
600600,201100,99
599900,198600,83
600900,199000,272
599400,199000,144
604600,198400,36
603800,200100,34
601300,203100,23
604300,202200,24
598300,197400,49
603700,201400,25
603300,201100,80
605400,198100,88
598400,197900,648
600400,199200,97
601900,200500,94
604600,197500,22
600100,199400,95
602700,202500,67
603900,199000,21
602100,200500,168
603100,201200,26
597900,199200,51
599800,202800,24
601000,200300,52
599500,199800,40
598300,198200,33
605900,197700,23
602400,199200,171
604600,200600,23
600900,198700,45
601200,200900,82
604800,198100,70
600100,200700,85
598200,197600,53
599200,202400,41
597900,196900,80
599000,199700,171
602700,199300,25
602000,199400,22
601500,203000,45
600600,199600,657
596100,199000,35
596400,199300,108
599800,199800,55
601600,203300,85
598700,197700,60
603600,198900,22
602300,202200,33
599200,200000,30
601100,201200,107
603500,198600,37
595800,198600,42
599700,199100,240
601000,201200,65
595900,199300,35
599700,198400,83
602500,202100,80
596000,198300,41
600900,201200,55
602300,201900,40
602700,203400,21
601700,200500,185
602800,202400,38
600800,198900,82
599500,202000,63
595900,199700,79
599800,198300,92
602200,199300,35
599400,198000,38
599500,200100,129
599300,198900,138
604900,197600,37
598000,199600,62
598900,199300,94
598200,198400,33
603800,198200,22
599000,198700,61
599100,197900,28
597800,199500,46
600100,199000,35
600300,198900,71
600000,201200,21
603900,198000,46
601200,197800,25
602200,198300,42
604700,197400,26
596900,198500,30
596600,199000,29
600800,198500,37
601200,202600,21
601500,200300,61
598300,199200,44
601800,200300,94
602600,200400,43
599400,202700,20
602600,199200,141
599300,200700,28
605100,198100,40
599800,200400,24
600000,197600,52
603500,197700,47
604400,200800,26
601400,200900,174
601000,199400,28
600300,199700,694
601900,201300,224
597700,196900,37
601500,202100,55
597600,199800,50
596600,199500,51
603500,200600,32
597800,199400,42
604500,197200,25
597100,198700,37
601500,200600,86
596100,199300,78
596700,198800,33
601000,200400,188
601300,203500,25
601800,200400,132
598600,200100,63
603300,198300,24
600500,199900,126
598600,199100,21
602200,202400,306
600600,201000,94
599100,197400,37
602500,202000,81
600100,198900,51
598100,199500,23
600800,199000,87
604100,200500,43
603300,200600,154
601200,198800,27
600900,199900,29
603100,202300,35
600000,197400,37
600700,198500,49
596500,200200,32
600200,200200,174
599800,198100,23
605000,200400,22
600700,200800,76
600900,197700,26
602300,202700,206
603500,199700,65
603900,200900,28
602100,199300,22
604200,196900,28
600200,201800,21
601300,201200,22
595600,197800,33
597100,199100,25
604700,200700,43
602800,200400,102
596300,199300,93
600800,200900,42
601300,199700,122
599600,198900,261
599400,198400,33
602400,203000,35
603300,197700,36
602900,198600,33
