x,y,score
602700,198600,101
601400,198800,26
598600,198700,35
600700,199000,29
598400,199700,26
600000,197800,28
605400,197900,70
602400,202800,46
599300,199900,25
597200,199000,33
596500,198800,21
596600,198900,49
600100,198800,105
600400,199300,106
596100,198000,137
595300,199500,39
603400,200600,102
602500,200800,96
600100,199300,42
603300,198400,85
597200,199400,32
601100,198900,65
600700,200300,129
602500,201000,56
601700,201600,36
603900,200400,88
604800,200800,21
598500,198100,42
599600,200700,38
603400,201200,79
603500,203100,21
599600,200000,186
601800,201500,70
600700,199900,76
603000,201400,63
601200,201400,27
604700,201300,29
601200,201700,127
600700,199200,55
602300,203000,81
598800,197600,32
599600,200200,67
600100,198600,43
601000,199700,158
605000,197900,97
601000,200800,39
598200,199800,32
601100,201000,145
599600,199100,177
600300,199900,132
595700,198100,20
598300,199700,22
601600,201400,35
600900,199100,66
600500,201500,33
603500,201300,50
601300,199500,41
600600,201100,102
599900,198600,90
600900,199000,303
599400,199000,150
604600,198400,30
603800,200100,29
601300,203100,25
598300,197400,53
603700,201400,25
603300,201100,73
605400,198100,93
598400,197900,652
600400,199200,104
601900,200500,88
604600,197500,20
600100,199400,132
602700,202500,65
602100,200500,135
603100,201200,21
597900,199200,49
601000,200300,45
599500,199800,44
598300,198200,34
602400,199200,163
604600,200600,27
600900,198700,49
601200,200900,90
604800,198100,70
600100,200700,97
598200,197600,34
599200,202400,39
597900,196900,85
599000,199700,174
602700,199300,23
602000,199400,21
601500,203000,55
600600,199600,1042
596100,199000,32
600000,202300,20
596400,199300,98
599800,199800,61
601600,203300,62
598700,197700,72
603600,198900,27
602300,202200,32
599200,200000,30
601100,201200,120
603500,198600,38
595800,198600,36
599700,199100,290
601000,201200,74
595900,199300,38
599700,198400,73
602500,202100,61
596000,198300,40
600900,201200,66
602300,201900,31
604700,197700,22
601700,200500,168
602800,202400,38
600800,198900,88
599500,202000,45
595900,199700,72
599800,198300,93
602200,199300,37
599400,198000,30
599500,200100,133
599300,198900,141
604900,197600,44
598000,199600,58
598900,199300,85
598200,198400,21
604400,201900,21
603800,198200,28
599000,198700,59
599100,197900,21
597800,199500,47
600100,199000,28
600300,198900,104
600000,201200,20
603900,198000,52
601200,197800,29
602200,198300,47
604700,197400,31
596900,198500,37
596600,199000,33
600800,198500,39
601500,200300,60
598300,199200,48
604600,201800,20
601800,200300,82
602600,200400,50
599400,202700,22
602600,199200,145
599300,200700,28
605100,198100,39
599800,200400,32
602500,200400,24
600000,197600,54
603500,197700,55
604400,200800,26
601400,200900,180
601000,199400,32
600300,199700,1058
601900,201300,352
597700,196900,43
601500,202100,49
597600,199800,65
596600,199500,44
603500,200600,40
604800,197400,28
597800,199400,34
604500,197200,23
597100,198700,30
601500,200600,90
596100,199300,76
596700,198800,32
601000,200400,148
601800,200400,119
598600,200100,63
600500,199900,150
598600,199100,23
602200,202400,223
600600,201000,86
599100,197400,52
602500,202000,64
600100,198900,61
600800,199000,94
603300,202300,23
604100,200500,46
603300,200600,148
601200,198800,20
600900,199900,35
603100,202300,40
600000,197400,38
600700,198500,57
596500,200200,33
600200,200200,211
599800,198100,21
600700,200800,70
600900,197700,25
602300,202700,284
603500,199700,60
603900,200900,25
602100,199300,26
604200,196900,27
595600,197800,31
597100,199100,27
604700,200700,46
602800,200400,108
596300,199300,101
600800,200900,34
601300,199700,142
599600,198900,260
595500,199900,27
599400,198400,37
602400,203000,32
603300,197700,37
602900,198600,38
598100,199800,43
602500,199200,205
602300,198400,23
596600,198200,101
601000,199200,20
599600,199000,233
604600,198200,29
602200,198400,35
601800,203100,48
605100,197600,36
604900,197200,22
599400,199500,165
600400,199900,61
599800,198600,122
601500,203400,66
600500,200900,51
595600,199800,59
597300,198700,33
602600,200300,25
603500,200500,90
598400,198500,42
602000,202900,25
601100,202500,37
602700,199700,101
602400,198400,34
602100,201500,157
596900,199700,43
