x,y,score
602700,198600,101
601400,198800,22
598600,198700,32
600700,199000,27
598400,199700,24
600000,197800,30
605400,197900,58
602400,202800,46
599300,199900,24
597200,199000,24
596500,198800,20
596600,198900,53
600100,198800,98
600400,199300,107
596100,198000,135
595300,199500,40
603400,200600,97
602500,200800,73
600100,199300,50
603300,198400,80
602400,203200,21
597200,199400,43
601100,198900,54
600700,200300,131
602500,201000,55
601700,201600,36
599900,202400,24
603900,200400,86
598500,198100,42
599600,200700,36
603400,201200,80
603500,203100,20
599600,200000,185
601800,201500,80
600700,199900,89
603000,201400,55
599100,201100,22
601200,201400,29
601200,201700,130
600700,199200,45
602300,203000,47
598800,197600,32
599600,200200,65
600100,198600,44
601000,199700,156
605000,197900,102
601000,200800,40
598200,199800,25
601100,201000,144
599600,199100,158
600300,199900,129
595700,198100,24
601600,201400,29
600900,199100,63
600500,201500,22
603500,201300,48
601300,199500,32
600600,201100,109
599900,198600,83
600900,199000,301
599400,199000,146
604600,198400,36
603800,200100,29
601300,203100,28
598300,197400,56
603700,201400,22
603300,201100,79
605400,198100,87
598400,197900,652
600400,199200,115
601900,200500,88
600100,199400,138
602700,202500,63
602100,200500,137
603100,201200,27
597900,199200,40
599800,202800,21
601000,200300,56
599500,199800,41
598300,198200,35
602400,199200,158
604600,200600,26
600900,198700,34
601200,200900,72
604800,198100,67
600100,200700,96
598200,197600,46
599200,202400,39
597900,196900,73
599000,199700,172
602700,199300,28
601500,203000,51
600600,199600,935
596100,199000,33
596400,199300,96
599800,199800,64
601600,203300,55
598700,197700,75
603600,198900,20
602300,202200,35
599200,200000,30
601100,201200,123
603500,198600,42
595800,198600,36
599700,199100,263
601000,201200,88
595900,199300,34
599700,198400,75
602500,202100,68
596000,198300,38
600900,201200,70
604300,201000,22
602300,201900,36
601700,200500,159
602800,202400,38
600800,198900,79
599500,202000,49
595900,199700,71
599800,198300,89
602200,199300,35
599400,198000,25
599500,200100,144
599300,198900,145
604900,197600,40
598000,199600,50
598900,199300,99
598200,198400,21
604400,201900,20
603800,198200,26
599000,198700,55
597800,199500,46
600100,199000,38
600300,198900,120
600000,201200,25
603900,198000,49
601200,197800,28
602200,198300,42
604700,197400,26
596900,198500,39
596600,199000,34
600800,198500,21
601500,200300,64
598300,199200,38
601800,200300,68
602600,200400,40
599400,202700,22
602600,199200,132
599300,200700,25
605100,198100,43
599800,200400,29
602500,200400,26
600000,197600,57
603500,197700,37
604400,200800,21
601400,200900,178
600300,199700,1033
601900,201300,367
597700,196900,42
601500,202100,44
597600,199800,47
596600,199500,36
603500,200600,38
604800,197400,25
597800,199400,50
604500,197200,28
597100,198700,34
601500,200600,82
596100,199300,72
596700,198800,25
601000,200400,164
601300,203500,22
601800,200400,113
598600,200100,69
603300,198300,23
600500,199900,130
602200,202400,231
600600,201000,81
599100,197400,42
602500,202000,66
600100,198900,63
600800,199000,85
604100,200500,48
603300,200600,155
601200,198800,20
600900,199900,32
603100,202300,36
600000,197400,44
600700,198500,43
599200,201300,20
600200,200200,164
600700,200800,80
602300,202700,178
603500,199700,58
603900,200900,27
602100,199300,24
604200,196900,22
595600,197800,38
597100,199100,23
604700,200700,49
602800,200400,102
596300,199300,103
600800,200900,36
601300,199700,149
599600,198900,242
595500,199900,28
599400,198400,37
602400,203000,40
603300,197700,28
602900,198600,40
598100,199800,43
602500,199200,195
602300,198400,20
596600,198200,95
599600,199000,227
603600,201700,21
604600,198200,31
602200,198400,37
601800,203100,47
605100,197600,43
604900,197200,33
599400,199500,169
600400,199900,75
599800,198600,116
601500,203400,66
600500,200900,56
595600,199800,54
597300,198700,27
602600,200300,22
603500,200500,113
598400,198500,40
602000,202900,23
601100,202500,38
602700,199700,98
602400,198400,31
602100,201500,155
596900,199700,42
600800,201100,49
602000,201800,89
603900,202000,23
602900,200300,40
602500,201400,27
602500,200000,26
598900,200300,39
600500,201100,247
597900,199000,27
600000,199000,30
601900,202900,53
603400,200400,40
602200,202600,44
599800,200100,59
600100,198400,25
599400,199600,242
601000,200900,68
604600,197700,25
599800,202300,20
604800,197300,26
595600,199600,23
595500,199800,78
598400,198700,43
600400,200200,53
603700,199900,42
598200,197700,43
601300,200700,62
599500,197900,25
600300,198100,37
603300,202600,36
600500,201800,28
601400,197700,37
598500,199600,20
599700,200300,70
598400,198900,40
602000,201300,361
605200,197700,35
601000,199800,131
600900,201000,49
602400,199800,20
597900,199400,24
603700,201800,23
600800,200600,26
602300,198600,30
601900,199500,38
600600,200500,133
599600,200400,205
596400,199800,64
601100,200400,76
600800,198000,28
595900,199600,24
595500,199700,39
601100,200700,48
598300,198300,29
599000,200100,65
600000,199300,39
601400,200700,38
601300,203700,20
601900,202000,133
600300,197600,36
601000,197500,45
596400,198500,28
596300,199500,90
599100,200500,97
601600,199000,20
596800,199500,143
598600,200000,62
604000,200800,38
600800,199400,57
600400,198100,51
603900,198100,35
597500,199500,23
598300,198600,22
598500,198400,30
599300,200400,126
599600,199200,162
595900,199800,77
604600,200800,35
603100,200500,110
601400,199900,33
602700,198300,22
596100,199500,28
596800,199200,27
599300,199200,147
603900,200200,58
595900,197800,25
600800,200500,194
597900,199900,28
605700,197600,24
598700,199600,103
600700,201800,33
603000,202500,62
600100,199600,1508
599500,199900,54
599200,197600,22
599900,200100,53
598600,199400,89
601400,199700,133
596600,198300,27
597400,199400,31
599000,197500,29
602100,201900,49
603700,202000,33
600000,197500,39
605900,197600,111
599800,197400,33
596200,199700,58
599400,198700,45
602200,200400,320
600900,197300,203
596200,199500,36
600300,198400,26
601600,201200,26
595700,199800,68
602100,201400,113
597800,196600,44
601900,201100,172
604300,196700,20
595600,199900,20
598700,197400,61
598300,197700,43
597300,198900,31
602800,201100,75
604000,202200,21
598600,198800,21
604900,197400,27
599400,198900,184
596400,199100,20
603700,200100,31
602900,202500,110
603500,201100,30
596100,199700,26
600500,200800,72
602100,200900,1889
598700,199400,136
600000,198500,30
599400,201500,26
603000,201000,21
600900,200600,33
599800,200500,52
602300,200500,72
599700,198800,382
598700,200200,138
600800,201800,167
602600,201100,21
604100,202000,20
596700,199400,106
602300,201100,36
599900,198900,39
600000,199900,199
601400,199600,97
600100,199800,881
596900,199400,39
601700,201500,22
601300,201000,70
596100,198700,50
597100,200000,30
601600,202200,33
603800,198000,23
604100,198100,36
597900,199300,41
599300,198200,33
602000,202700,35
604000,200900,20
597800,197000,26
603500,199100,21
603300,201500,87
599500,200500,94
603600,200700,29
600900,197200,21
596400,199200,38
602600,198400,103
598500,197400,22
602300,202500,176
599700,199700,59
601700,201800,676
599500,200300,51
601700,202100,82
601000,199600,243
599300,199100,61
600200,199600,858
601300,201300,37
599500,200400,60
596600,198700,37
596000,199700,52
600600,200900,96
