x,y,score
598600,198700,51
600700,199000,21
600000,197800,54
602400,202800,20
598700,197300,23
597200,199000,34
596500,198800,22
596600,198900,53
600100,198800,54
600400,199300,44
596100,198000,56
595300,199500,20
603400,200600,38
602500,200800,40
600100,199300,20
602400,199700,21
603300,198400,30
597200,199400,46
601100,198900,29
600700,200300,110
601700,201600,20
599900,202400,20
603900,200400,137
604800,200800,29
598500,198100,26
599600,200700,32
603400,201200,44
603500,203100,31
599600,200000,75
601800,201500,66
600700,199900,72
603000,201400,21
601200,201400,22
600700,199200,30
602300,203000,59
603900,201600,21
599600,200200,67
600100,198600,50
601000,199700,111
605000,197900,49
601000,200800,80
601100,201000,138
599600,199100,103
600300,199900,79
600900,199100,40
600500,201500,28
603500,201300,21
601300,199500,45
600600,201100,36
599900,198600,56
600900,199000,140
599400,199000,67
604600,198400,36
603800,200100,45
598300,197400,72
603700,201400,24
603300,201100,45
605400,198100,43
598400,197900,116
600400,199200,96
601900,200500,62
604600,197500,27
600100,199400,52
602700,202500,28
602100,200500,49
597900,199200,56
601000,200300,30
599500,199800,21
598300,198200,32
602400,199200,204
604600,200600,72
601200,200900,85
604800,198100,27
600100,200700,66
598200,197600,51
599200,202400,37
597900,196900,65
599000,199700,32
599600,202200,43
600600,199600,427
596100,199000,33
596400,199300,89
599800,199800,28
603100,202900,25
598700,197700,52
603600,198900,22
599200,200000,30
601100,201200,146
603500,198600,28
595800,198600,35
599700,199100,71
601000,201200,97
595900,199300,20
599700,198400,47
599400,202400,34
596000,198300,33
600900,201200,48
604800,200500,22
602700,203400,31
604700,197700,23
601700,200500,84
602800,202400,38
600800,198900,33
599500,202000,80
595900,199700,72
599800,198300,50
602200,199300,38
599400,198000,78
599500,200100,129
599300,198900,86
604900,197600,52
598000,199600,27
598900,199300,83
598200,198400,29
603800,198200,26
599000,198700,55
597800,199500,51
600300,198900,79
603900,198000,45
601200,197800,21
602200,198300,54
596600,199000,38
600800,198500,21
601500,200300,47
598300,199200,57
601800,200300,32
599400,202700,21
602600,199200,79
599800,200400,24
600000,197600,91
603500,197700,22
604400,200800,24
601400,200900,188
601000,199400,30
600300,199700,463
601900,201300,68
597700,196900,53
601500,202100,33
597600,199800,30
596600,199500,45
603500,200600,27
597800,199400,43
597100,198700,21
601500,200600,28
596100,199300,64
596700,198800,35
601000,200400,114
601800,200400,58
598600,200100,28
600500,199900,68
602200,202400,144
599100,197400,47
602500,202000,29
600100,198900,28
598100,199500,28
600800,199000,51
603300,202300,21
604100,200500,97
603300,200600,54
603100,202300,39
600000,197400,53
600700,198500,38
598300,196800,21
600200,200200,123
599800,198100,20
605000,200400,24
600900,202200,26
600700,200800,70
600900,197700,32
602300,202700,131
603900,200900,21
604200,196900,36
601300,201200,36
597100,199100,35
604700,200700,72
596300,199300,76
600800,200900,44
601300,199700,163
599600,198900,119
595500,199900,44
599400,198400,37
602400,203000,21
603300,197700,26
602900,198600,22
598100,199800,24
602500,199200,119
602300,198400,56
596600,198200,100
599600,199000,147
602200,198400,44
601800,203100,26
605100,197600,26
599400,199500,67
600400,199900,22
599800,198600,71
600500,200900,41
595600,199800,56
597300,198700,50
603500,200500,111
598400,198500,42
602000,202900,26
601100,202500,28
602400,198400,82
602100,201500,99
596900,199700,40
600800,201100,40
603900,202000,34
602700,203600,24
600700,201400,20
604300,197100,24
598900,200300,27
600500,201100,70
597900,199000,21
601900,202900,45
603400,200400,41
602200,202600,29
599800,200100,38
600100,198400,24
599400,199600,72
601000,200900,106
604600,197700,35
599800,202300,28
595600,199600,27
595500,199800,88
598400,198700,32
602800,198200,22
600400,200200,25
603700,199900,58
598200,197700,30
601300,200700,63
599500,197900,24
600300,198100,49
603300,202600,38
601400,197700,33
599700,200300,79
598400,198900,52
601700,199400,24
602000,201300,54
605200,197700,30
601000,199800,54
600900,201000,98
600800,200600,38
602300,198600,21
601900,199500,49
600600,200500,100
599600,200400,178
596400,199800,40
601100,200400,93
595500,199700,55
601100,200700,35
598300,198300,45
599000,200100,90
604500,198000,25
601400,200700,36
601300,203700,21
601900,202000,23
595400,199100,20
600300,197600,37
596300,199500,48
599100,200500,76
596800,199500,192
598600,200000,45
604000,200800,26
600800,199400,38
600400,198100,112
603900,198100,48
597500,199500,20
598300,198600,25
598500,198400,35
599300,200400,108
599600,199200,96
595900,199800,80
604600,200800,72
603100,200500,172
601400,199900,46
596100,199500,36
596800,199200,43
599300,199200,73
603900,200200,77
595400,199800,35
600800,200500,132
605700,197600,21
598700,199600,24
600700,201800,25
603000,202500,24
600100,199600,677
599500,199900,54
599200,197600,27
598600,199400,34
601400,199700,148
596600,198300,21
599000,197500,42
602100,201900,33
603700,202000,24
600000,197500,66
605900,197600,70
599800,197400,28
596200,199700,63
599400,198700,30
602200,200400,103
600900,197300,39
596200,199500,37
600300,198400,40
601600,201200,40
595700,199800,78
602100,201400,63
597800,196600,32
601900,201100,25
595600,199900,29
598700,197400,68
598300,197700,45
597300,198900,25
602800,201100,38
604000,202200,35
598600,198800,24
599400,198900,130
603700,200100,32
602900,202500,44
603500,201100,33
603300,202900,21
596100,199700,35
600500,200800,67
602100,200900,46
598700,199400,74
600000,198500,26
600900,200600,30
599800,200500,29
601300,201100,22
602300,200500,49
599700,198800,118
600800,201800,224
604100,202000,24
596700,199400,123
599900,198900,35
600000,199900,152
597600,199000,30
601400,199600,83
600100,199800,241
596900,199400,41
601700,201500,30
601300,201000,49
596100,198700,76
597100,200000,25
603800,198000,20
604100,198100,22
602900,203300,28
597900,199300,24
599300,198200,24
604000,200900,31
597800,197000,38
603500,199100,50
599500,200500,105
603600,200700,26
596400,199200,21
602600,198400,63
598500,197400,20
602300,202500,54
599700,199700,23
601700,201800,103
599500,200300,29
601700,202100,50
601000,199600,120
599300,199100,29
600200,199600,261
601300,201300,58
599500,200400,46
595500,199300,40
596600,198700,40
604200,202700,23
596000,199700,32
600600,200900,50
596600,199700,26
604600,198300,22
599200,202300,55
604600,197900,26
599700,200100,37
596100,199100,21
601300,197500,23
603500,198400,20
601500,200000,34
602300,200400,52
598200,198700,26
599600,199700,21
602700,201400,32
603600,200400,94
602600,201000,37
596700,198700,22
600800,200700,36
597600,199200,29
602500,201600,50
598500,197200,22
595300,199200,32
602300,199400,23
604700,197900,25
601300,202100,39
601400,201400,58
605100,198000,39
600700,199300,36
597000,199000,26
597100,199200,28
599500,199600,49
596000,198800,44
604000,202000,40
598100,197400,32
600400,200800,102
599200,199300,57
602800,202300,21
604300,197000,25
601900,202400,32
596500,199700,21
602600,199300,44
595800,199800,54
600900,200700,51
599800,202700,35
601900,200400,79
598700,198800,25
599100,199400,28
595000,199300,123
598500,199500,26
601400,197900,34
603300,202500,30
598600,198300,27
603900,201300,20
600400,197500,50
598800,197700,47
602400,199400,110
600400,198300,28
602300,202800,48
600100,200200,72
603500,202500,45
600800,197500,30
600700,198600,37
597700,199200,82
595800,197900,45
596100,199800,73
602100,200700,43
599300,199400,30
599600,200100,43
596800,198700,21
598700,198000,29
601000,201300,47
604300,196900,22
596500,199600,36
598100,199100,38
600100,198700,59
598000,197300,22
599600,198300,40
603600,200600,30
596200,198900,93
599400,202100,45
601600,199100,86
600100,198100,37
604300,200600,42
603700,201900,20
602400,198500,33
599000,197700,41
599500,197700,25
605000,197000,60
597000,199100,34
603800,201000,118
598400,197200,24
597400,199100,36
602300,199000,137
603600,200800,22
597700,199400,20
596300,199800,66
600500,198800,29
598700,199200,37
596800,199100,34
601300,203900,57
598600,198000,46
601500,201100,37
601700,200700,41
602100,201600,39
605400,197800,24
598200,197800,143
600000,200200,23
599300,200100,81
604500,200800,51
599000,198800,39
601800,201900,61
598200,198800,30
603300,201200,47
596200,198200,29
600200,198300,22
602100,198300,59
599600,202100,25
602900,197200,34
604200,197900,141
600100,200100,37
599100,200300,52
604200,202200,34
595500,199500,25
596200,199900,104
599700,200400,104
599200,199200,44
603300,200900,58
597700,199100,23
599400,197900,24
598700,197900,76
596900,198700,50
599900,199700,700
599600,200300,60
602000,200900,27
603500,198800,39
599400,201600,21
600400,201600,23
602600,202500,20
600600,201900,22
600600,197700,24
599700,199400,203
597000,199200,37
600600,197600,51
595700,197600,24
595100,199500,92
596300,198900,53
599900,200400,23
602100,200800,73
600600,198800,26
602200,199400,20
597100,199400,24
604000,198200,28
601700,197800,20
600600,199900,100
599000,202400,24
601700,203100,23
598300,198400,39
600400,198500,31
601900,200900,39
599400,199800,27
600100,197300,28
599600,200900,29
603500,198900,28
601600,203000,22
600600,198200,45
598800,199400,68
603200,201300,28
603900,200100,49
598300,197900,66
603900,198200,32
600500,200400,62
603700,200500,34
599800,198800,83
601000,200600,42
601900,198400,40
601600,199500,28
600100,197500,43
600700,199500,20
600500,200500,101
601400,201600,22
597900,196700,22
603000,200400,65
600800,197600,21
599100,199800,90
604100,200900,28
605000,197800,46
598300,197600,75
603700,200000,20
596200,199300,71
601600,201700,50
605200,198100,31
600700,202000,64
596200,198300,31
602000,199000,37
601800,200500,59
600900,200400,130
602400,202700,26
600200,202600,22
596700,199300,44
600300,200900,26
601200,197700,53
