x,y,score
598600,198700,46
600000,197800,35
598700,197300,31
597200,199000,22
596600,198900,43
600100,198800,49
596100,198000,50
603400,200600,23
602500,200800,22
603300,198400,31
597200,199400,34
601100,198900,20
600700,200300,109
603900,200400,133
604800,200800,25
599600,200700,26
603400,201200,34
603500,203100,32
599600,200000,34
601800,201500,47
600700,199900,46
602300,203000,44
599600,200200,61
600100,198600,27
601000,199700,61
605000,197900,42
601000,200800,60
601100,201000,97
599600,199100,59
600300,199900,42
600900,199100,21
601300,199500,28
600600,201100,22
599900,198600,41
600900,199000,97
599400,199000,53
604600,198400,22
603800,200100,43
598300,197400,53
603300,201100,31
605400,198100,34
604100,196800,21
598400,197900,96
600400,199200,52
601900,200500,71
602700,202500,20
602100,200500,33
597900,199200,40
601000,200300,21
598300,198200,22
602400,199200,171
604600,200600,61
601200,200900,66
604800,198100,22
600100,200700,66
598200,197600,32
599200,202400,35
597900,196900,44
599000,199700,30
599600,202200,47
600600,199600,254
596100,199000,36
596400,199300,80
598700,197700,29
599200,200000,26
601100,201200,118
603500,198600,20
595800,198600,20
599700,199100,49
601000,201200,64
599700,198400,43
599400,202400,31
596000,198300,23
600900,201200,35
602700,203400,29
601700,200500,65
602800,202400,28
599500,202000,73
595900,199700,60
599800,198300,44
602200,199300,36
599400,198000,76
599500,200100,108
599300,198900,74
604900,197600,42
598900,199300,72
603800,198200,22
599000,198700,53
597800,199500,66
600300,198900,37
603900,198000,20
602200,198300,67
596600,199000,35
601500,200300,52
598300,199200,53
601800,200300,22
602600,199200,53
599800,200400,20
600000,197600,82
601400,200900,144
601000,199400,21
600300,199700,138
601900,201300,26
597700,196900,45
596600,199500,34
597800,199400,29
596100,199300,66
596700,198800,22
601000,200400,76
601800,200400,46
600500,199900,43
602200,202400,93
600600,201000,22
599100,197400,39
600200,197100,20
598100,199500,21
600800,199000,27
604100,200500,107
603300,200600,44
603100,202300,34
600000,197400,48
600700,198500,36
600200,200200,73
600700,200800,65
600900,197700,20
602300,202700,48
604200,196900,34
601300,201200,20
597100,199100,22
604700,200700,57
596300,199300,62
600800,200900,50
601300,199700,74
599600,198900,90
595500,199900,46
599400,198400,31
603300,197700,24
602500,199200,108
602300,198400,54
596600,198200,86
599600,199000,101
602200,198400,39
601800,203100,21
599400,199500,56
599800,198600,61
600500,200900,31
595600,199800,51
597300,198700,29
603500,200500,110
598400,198500,26
601100,202500,25
602400,198400,78
602100,201500,62
596900,199700,31
600800,201100,35
603900,202000,36
604300,197100,25
598900,200300,21
600500,201100,49
597900,199000,22
601900,202900,23
603400,200400,32
599800,200100,25
600100,198400,22
599400,199600,55
601000,200900,96
604600,197700,31
599800,202300,21
595500,199800,64
598400,198700,20
603700,199900,64
598200,197700,25
601300,200700,45
600300,198100,46
603300,202600,35
599700,200300,74
598400,198900,47
605200,197700,23
601000,199800,33
600900,201000,87
600800,200600,31
602300,198600,23
601900,199500,34
600600,200500,72
599600,200400,118
596400,199800,28
601100,200400,78
595500,199700,50
601100,200700,28
598300,198300,26
599000,200100,86
